dataset,video_path,subject,camera,scenario,activity,source_label,label,start_s,end_s,split
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute16_cam6_0_12.974_15.474_1_6_mcfd.avi,1,6,16,walk,0,0,12.974,15.474,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute16_cam6_0_12.974_15.474_1_6_mcfd.avi,1,6,16,other,9,0,15.506,19.238,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute16_cam6_0_12.974_15.474_1_6_mcfd.avi,1,6,16,other,9,0,19.274,22.638,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute16_cam6_0_12.974_15.474_1_6_mcfd.avi,1,6,16,fall,1,1,22.674,24.674,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute16_cam6_0_12.974_15.474_1_6_mcfd.avi,1,6,16,sitting,4,0,24.706,27.538,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute16_cam6_0_12.974_15.474_1_6_mcfd.avi,1,6,16,stand_up,7,0,27.574,29.974,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute16_cam6_0_12.974_15.474_1_6_mcfd.avi,1,6,16,fall,1,1,30.006,31.638,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute16_cam6_0_12.974_15.474_1_6_mcfd.avi,1,6,16,fallen,2,1,31.674,33.638,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam6_0_8.368_10.500_1_6_mcfd.avi,1,6,17,walk,0,0,8.368,10.5,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam6_0_8.368_10.500_1_6_mcfd.avi,1,6,17,other,9,0,10.532,12.932,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam6_0_8.368_10.500_1_6_mcfd.avi,1,6,17,other,9,0,12.968,15.332,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam6_0_8.368_10.500_1_6_mcfd.avi,1,6,17,fall,1,1,15.368,17.7,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam6_0_8.368_10.500_1_6_mcfd.avi,1,6,17,sitting,4,0,17.732,20.07014,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam6_0_8.368_10.500_1_6_mcfd.avi,1,6,17,fall,1,1,24.332,25.668,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam6_0_8.368_10.500_1_6_mcfd.avi,1,6,17,fallen,2,1,25.7,28.668,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam6_0_13.704_16.272_1_6_mcfd.avi,1,6,18,walk,0,0,13.704,16.272,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam6_0_13.704_16.272_1_6_mcfd.avi,1,6,18,sit_down,3,0,16.304,18.004,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam6_0_13.704_16.272_1_6_mcfd.avi,1,6,18,sitting,4,0,18.04,21.34,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam6_0_13.704_16.272_1_6_mcfd.avi,1,6,18,stand_up,7,0,21.372,22.672,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam6_0_13.704_16.272_1_6_mcfd.avi,1,6,18,fall,1,1,22.704,23.704,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam6_0_13.704_16.272_1_6_mcfd.avi,1,6,18,fallen,2,1,23.74,28.34,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam6_0_9.486_17.586_1_6_mcfd.avi,1,6,19,walk,0,0,9.486,17.586,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam6_0_9.486_17.586_1_6_mcfd.avi,1,6,19,fall,1,1,17.618,20.986,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam6_0_9.486_17.586_1_6_mcfd.avi,1,6,19,fallen,2,1,21.018,26.654,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam6_0_10.168_18.268_1_6_mcfd.avi,1,6,20,walk,0,0,10.168,18.268,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam6_0_10.168_18.268_1_6_mcfd.avi,1,6,20,fall,1,1,18.304,22.536,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam6_0_10.168_18.268_1_6_mcfd.avi,1,6,20,fallen,2,1,22.568,26.804,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam6_0_28.799_33.904_1_6_mcfd.avi,1,6,1,fallen,2,1,38.216,42.57014,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam6_0_28.799_33.904_1_6_mcfd.avi,1,6,1,stand_up,7,0,42.57,48.15347,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam6_0_28.799_33.904_1_6_mcfd.avi,1,6,1,walk,0,0,48.153,49.27847,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam6_0_28.799_33.904_1_6_mcfd.avi,1,6,1,other,9,0,49.278,51.11181,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam6_0_28.799_33.904_1_6_mcfd.avi,1,6,1,walk,0,0,51.112,52.152,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute02_cam6_0_10.737_13.590_1_6_mcfd.avi,1,6,2,fallen,2,1,15.674,24.44514,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute02_cam6_0_10.737_13.590_1_6_mcfd.avi,1,6,2,stand_up,7,0,24.445,27.57014,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute02_cam6_0_10.737_13.590_1_6_mcfd.avi,1,6,2,walk,0,0,27.57,27.967,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute03_cam6_0_12.778_20.348_1_6_mcfd.avi,1,6,3,fallen,2,1,23.112,28.77847,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute03_cam6_0_12.778_20.348_1_6_mcfd.avi,1,6,3,stand_up,7,0,28.778,31.54931,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute04_cam6_0_9.820_12.388_1_6_mcfd.avi,1,6,4,fallen,2,1,13.737,14.82014,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute04_cam6_0_9.820_12.388_1_6_mcfd.avi,1,6,4,stand_up,7,0,14.82,22.65347,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute04_cam6_0_9.820_12.388_1_6_mcfd.avi,1,6,4,fall,1,1,22.653,24.36181,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute04_cam6_0_9.820_12.388_1_6_mcfd.avi,1,6,4,fallen,2,1,24.362,29.65347,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute04_cam6_0_9.820_12.388_1_6_mcfd.avi,1,6,4,stand_up,7,0,29.653,33.27847,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute04_cam6_0_9.820_12.388_1_6_mcfd.avi,1,6,4,walk,0,0,33.278,35.29597,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute05_cam6_0_9.799_10.646_1_6_mcfd.avi,1,6,5,stand_up,7,0,15.314,21.23681,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute05_cam6_0_9.799_10.646_1_6_mcfd.avi,1,6,5,other,9,0,21.237,25.85931,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute06_cam6_0_13.966_22.902_1_6_mcfd.avi,1,6,6,fallen,2,1,25.32,41.94514,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute06_cam6_0_13.966_22.902_1_6_mcfd.avi,1,6,6,stand_up,7,0,41.945,45.29597,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute07_cam6_0_10.841_16.410_1_6_mcfd.avi,1,6,7,fallen,2,1,18.591,24.09014,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute07_cam6_0_10.841_16.410_1_6_mcfd.avi,1,6,7,stand_up,7,0,24.09,27.73681,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute07_cam6_0_10.841_16.410_1_6_mcfd.avi,1,6,7,fall,1,1,27.737,29.02847,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute07_cam6_0_10.841_16.410_1_6_mcfd.avi,1,6,7,stand_up,7,0,29.028,30.48431,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute08_cam6_0_6.945_11.754_1_6_mcfd.avi,1,6,8,stand_up,7,0,15.422,22.36181,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute08_cam6_0_6.945_11.754_1_6_mcfd.avi,1,6,8,walk,0,0,22.362,23.382,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute09_cam6_0_10.049_16.106_1_6_mcfd.avi,1,6,9,fallen,2,1,22.737,28.13264,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute09_cam6_0_10.049_16.106_1_6_mcfd.avi,1,6,9,stand_up,7,0,28.133,30.86097,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute10_cam6_0_10.487_15.946_1_6_mcfd.avi,1,6,10,fall,1,1,17.32,18.65347,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute10_cam6_0_10.487_15.946_1_6_mcfd.avi,1,6,10,stand_up,7,0,20.84097,29.17431,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute10_cam6_0_10.487_15.946_1_6_mcfd.avi,1,6,10,walk,0,0,29.174,31.51681,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute11_cam6_0_12.508_15.636_1_6_mcfd.avi,1,6,11,fallen,2,1,17.237,24.17431,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute11_cam6_0_12.508_15.636_1_6_mcfd.avi,1,6,11,stand_up,7,0,24.174,26.81597,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute13_cam6_0_10.950_15.250_1_6_mcfd.avi,1,6,13,stand_up,7,0,24.258,28.318,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam6_0_8.368_10.500_1_6_mcfd.avi,1,6,17,stand_up,7,0,20.07,24.3,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute21_cam6_0_14.237_18.682_1_6_mcfd.avi,1,6,21,walk,0,0,14.23681,18.682,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute21_cam6_0_14.237_18.682_1_6_mcfd.avi,1,6,21,sit_down,3,0,18.682,21.39,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute21_cam6_0_14.237_18.682_1_6_mcfd.avi,1,6,21,sitting,4,0,21.422,27.59,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute21_cam6_0_14.237_18.682_1_6_mcfd.avi,1,6,21,stand_up,7,0,27.622,29.89,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute21_cam6_0_14.237_18.682_1_6_mcfd.avi,1,6,21,fall,1,1,29.922,31.614,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute22_cam6_0_11.852_21.096_1_6_mcfd.avi,1,6,22,walk,0,0,11.852,21.096,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute22_cam6_0_11.852_21.096_1_6_mcfd.avi,1,6,22,sit_down,3,0,21.132,24.396,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute22_cam6_0_11.852_21.096_1_6_mcfd.avi,1,6,22,sitting,4,0,24.432,26.132,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute22_cam6_0_11.852_21.096_1_6_mcfd.avi,1,6,22,stand_up,7,0,26.164,27.096,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute22_cam6_0_11.852_21.096_1_6_mcfd.avi,1,6,22,fall,1,1,27.132,29.176,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,walk,0,0,19.76,22.341,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,stand_up,7,0,52.708,56.11181,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,walk,0,0,63.372,89.02847,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,lying,6,0,92.299,94.69514,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,stand_up,7,0,94.695,102.59097,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,lie_down,5,0,107.403,110.28,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,stand_up,7,0,114.403,120.69514,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,sit_down,3,0,141.091,144.172,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,sitting,4,0,144.208,150.06514,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,stand_up,7,0,150.072,152.59097,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute24_cam6_0_11.148_32.808_1_6_mcfd.avi,1,6,24,walk,0,0,11.148,32.808,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute24_cam6_0_11.148_32.808_1_6_mcfd.avi,1,6,24,other,9,0,32.84,44.172,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute24_cam6_0_11.148_32.808_1_6_mcfd.avi,1,6,24,other,9,0,44.208,48.672,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute24_cam6_0_11.148_32.808_1_6_mcfd.avi,1,6,24,other,9,0,48.708,58.672,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute24_cam6_0_11.148_32.808_1_6_mcfd.avi,1,6,24,other,9,0,58.708,63.14,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute24_cam6_0_11.148_32.808_1_6_mcfd.avi,1,6,24,other,9,0,63.172,83.34,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute24_cam6_0_11.148_32.808_1_6_mcfd.avi,1,6,24,other,9,0,83.372,86.572,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute24_cam6_0_11.148_32.808_1_6_mcfd.avi,1,6,24,other,9,0,86.608,101.672,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute24_cam6_0_11.148_32.808_1_6_mcfd.avi,1,6,24,other,9,0,101.708,104.508,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute24_cam6_0_11.148_32.808_1_6_mcfd.avi,1,6,24,walk,0,0,104.54,108.44,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute24_cam6_0_11.148_32.808_1_6_mcfd.avi,1,6,24,walk,0,0,108.472,112.108,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute24_cam6_0_11.148_32.808_1_6_mcfd.avi,1,6,24,other,9,0,112.14,118.90347,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute21_cam6_0_14.237_18.682_1_6_mcfd.avi,1,6,21,fallen,2,1,31.614,36.59097,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute21_cam6_0_14.237_18.682_1_6_mcfd.avi,1,6,21,stand_up,7,0,36.591,40.13264,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute21_cam6_0_14.237_18.682_1_6_mcfd.avi,1,6,21,walk,0,0,40.133,40.667,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute22_cam6_0_11.852_21.096_1_6_mcfd.avi,1,6,22,fallen,2,1,29.176,32.564,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute22_cam6_0_11.852_21.096_1_6_mcfd.avi,1,6,22,stand_up,7,0,32.564,38.02847,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute22_cam6_0_11.852_21.096_1_6_mcfd.avi,1,6,22,walk,0,0,38.028,38.5,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,other,9,0,22.341,25.11181,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,walk,0,0,13.16,19.14,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,standing,8,0,19.16,19.76,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,walk,0,0,25.112,51.27847,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,fall,1,1,51.278,52.708,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,walk,0,0,56.112,58.52847,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,other,9,0,58.528,63.34,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,lie_down,5,0,89.028,92.29931,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,walk,0,0,102.591,106.65347,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,sit_down,3,0,106.653,107.40347,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,lying,6,0,110.28,114.40347,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,fall,1,1,120.695,121.77847,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,stand_up,7,0,121.778,126.17431,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,other,9,0,126.174,138.17431,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,walk,0,0,138.174,141.09097,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,standing,8,0,172.02847,174.21597,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam6_0_13.160_19.140_1_6_mcfd.avi,1,6,23,walk,0,0,152.591,172.028,test
