path,label,start,end,subject,cam,dataset
Subject_1/ADL/05,9,3.78,10.54,1,1,GMDCSA24
Subject_1/Fall/12,2,3.78,6.86,1,1,GMDCSA24
Subject_1/ADL/13,4,3.86,6.3,1,1,GMDCSA24
Subject_1/ADL/11,9,3.9,9.32,1,1,GMDCSA24
Subject_1/ADL/12,9,4.0,5.28,1,1,GMDCSA24
Subject_1/ADL/14,8,4.18,5.86,1,1,GMDCSA24
Subject_1/Fall/01,2,4.42,6.86,1,1,GMDCSA24
Subject_1/Fall/06,2,4.5,5.68,1,1,GMDCSA24
Subject_1/Fall/16,2,4.5,6.08,1,1,GMDCSA24
Subject_1/ADL/15,4,4.74,7.16,1,1,GMDCSA24
Subject_1/ADL/12,0,5.28,7.32,1,1,GMDCSA24
Subject_2/ADL/01,4,0.0,5.8,2,1,GMDCSA24
Subject_2/ADL/02,4,0.0,11.84,2,1,GMDCSA24
Subject_2/ADL/03,0,0.0,0.62,2,1,GMDCSA24
Subject_2/ADL/04,9,0.0,6.08,2,1,GMDCSA24
Subject_2/ADL/05,4,0.0,1.98,2,1,GMDCSA24
Subject_2/ADL/06,7,0.0,0.46,2,1,GMDCSA24
Subject_2/ADL/07,9,0.0,8.24,2,1,GMDCSA24
Subject_2/ADL/08,9,0.0,11.02,2,1,GMDCSA24
Subject_2/ADL/09,7,0.0,0.98,2,1,GMDCSA24
Subject_2/ADL/10,7,0.0,0.96,2,1,GMDCSA24
Subject_2/ADL/11,8,0.0,3.98,2,1,GMDCSA24
Subject_2/ADL/12,5,0.0,5.52,2,1,GMDCSA24
Subject_2/ADL/13,3,0.0,2.6,2,1,GMDCSA24
Subject_2/ADL/14,0,0.0,3.28,2,1,GMDCSA24
Subject_2/ADL/15,9,0.0,11.94,2,1,GMDCSA24
Subject_2/ADL/16,9,0.0,7.78,2,1,GMDCSA24
Subject_2/ADL/18,0,0.0,1.0,2,1,GMDCSA24
Subject_2/ADL/19,0,0.0,0.62,2,1,GMDCSA24
Subject_2/ADL/22,9,0.0,12.12,2,1,GMDCSA24
Subject_2/ADL/23,4,0.0,7.28,2,1,GMDCSA24
Subject_2/Fall/02,0,0.0,2.6,2,1,GMDCSA24
Subject_2/Fall/04,9,0.0,1.52,2,1,GMDCSA24
Subject_2/Fall/05,0,0.0,0.78,2,1,GMDCSA24
Subject_2/ADL/17,7,0.0,4.1,2,1,GMDCSA24
Subject_2/ADL/20,9,0.0,3.38,2,1,GMDCSA24
Subject_2/ADL/21,8,0.0,0.64,2,1,GMDCSA24
Subject_2/Fall/01,0,0.0,0.58,2,1,GMDCSA24
Subject_2/Fall/03,5,0.0,1.76,2,1,GMDCSA24
Subject_2/Fall/06,9,0.0,1.9,2,1,GMDCSA24
Subject_2/Fall/07,9,0.0,1.78,2,1,GMDCSA24
Subject_2/Fall/08,9,0.0,2.62,2,1,GMDCSA24
Subject_2/Fall/09,0,0.0,1.6,2,1,GMDCSA24
Subject_2/Fall/10,0,0.0,1.7,2,1,GMDCSA24
Subject_2/Fall/11,0,0.0,0.84,2,1,GMDCSA24
Subject_2/Fall/14,8,0.0,3.2,2,1,GMDCSA24
Subject_2/Fall/16,0,0.0,0.44,2,1,GMDCSA24
Subject_2/Fall/17,0,0.0,1.9,2,1,GMDCSA24
Subject_2/Fall/20,9,0.0,6.96,2,1,GMDCSA24
Subject_2/Fall/21,8,0.0,4.9,2,1,GMDCSA24
Subject_2/Fall/22,0,0.0,0.9,2,1,GMDCSA24
Subject_2/Fall/23,9,0.0,3.28,2,1,GMDCSA24
Subject_2/Fall/24,4,0.0,1.24,2,1,GMDCSA24
Subject_2/Fall/12,9,0.0,6.36,2,1,GMDCSA24
Subject_2/Fall/13,9,0.0,1.0,2,1,GMDCSA24
Subject_2/Fall/15,4,0.0,6.14,2,1,GMDCSA24
Subject_2/Fall/18,9,0.0,7.32,2,1,GMDCSA24
Subject_2/Fall/19,9,0.0,5.58,2,1,GMDCSA24
Subject_2/Fall/25,9,0.0,2.06,2,1,GMDCSA24
Subject_2/Fall/16,1,0.44,1.92,2,1,GMDCSA24
Subject_2/ADL/06,0,0.46,1.36,2,1,GMDCSA24
Subject_2/Fall/01,1,0.58,4.04,2,1,GMDCSA24
Subject_2/ADL/03,9,0.62,4.58,2,1,GMDCSA24
Subject_2/ADL/19,3,0.62,2.74,2,1,GMDCSA24
Subject_2/ADL/21,9,0.64,5.34,2,1,GMDCSA24
Subject_2/Fall/05,1,0.78,3.28,2,1,GMDCSA24
Subject_2/Fall/11,5,0.84,3.74,2,1,GMDCSA24
Subject_2/Fall/22,1,0.9,2.46,2,1,GMDCSA24
Subject_2/ADL/10,0,0.96,4.78,2,1,GMDCSA24
Subject_2/ADL/09,0,0.98,3.14,2,1,GMDCSA24
Subject_2/ADL/18,9,1.0,7.82,2,1,GMDCSA24
Subject_2/Fall/13,0,1.0,1.78,2,1,GMDCSA24
Subject_2/Fall/24,7,1.24,3.3,2,1,GMDCSA24
Subject_2/ADL/06,9,1.36,5.08,2,1,GMDCSA24
Subject_2/Fall/04,8,1.52,2.88,2,1,GMDCSA24
Subject_2/Fall/09,1,1.6,3.78,2,1,GMDCSA24
Subject_2/Fall/10,1,1.7,4.18,2,1,GMDCSA24
Subject_2/Fall/03,6,1.76,7.04,2,1,GMDCSA24
Subject_2/Fall/07,1,1.78,3.48,2,1,GMDCSA24
Subject_2/Fall/13,1,1.78,5.2,2,1,GMDCSA24
Subject_2/Fall/06,1,1.9,4.08,2,1,GMDCSA24
Subject_2/Fall/17,8,1.9,2.16,2,1,GMDCSA24
Subject_2/Fall/16,2,1.92,4.0,2,1,GMDCSA24
Subject_2/ADL/05,7,1.98,4.3,2,1,GMDCSA24
Subject_2/Fall/25,8,2.06,2.52,2,1,GMDCSA24
Subject_2/Fall/17,1,2.148,3.808,2,1,GMDCSA24
Subject_2/Fall/22,2,2.46,5.2,2,1,GMDCSA24
Subject_2/Fall/25,1,2.52,4.26,2,1,GMDCSA24
Subject_2/ADL/13,4,2.6,4.84,2,1,GMDCSA24
Subject_2/Fall/02,1,2.6,4.68,2,1,GMDCSA24
Subject_2/Fall/08,1,2.62,3.76,2,1,GMDCSA24
Subject_2/ADL/19,9,2.74,11.34,2,1,GMDCSA24
Subject_2/Fall/04,1,2.88,6.4,2,1,GMDCSA24
Subject_2/ADL/09,3,3.14,6.76,2,1,GMDCSA24
Subject_2/Fall/14,1,3.2,5.44,2,1,GMDCSA24
Subject_2/ADL/14,3,3.28,8.28,2,1,GMDCSA24
Subject_2/Fall/05,2,3.28,4.52,2,1,GMDCSA24
Subject_2/Fall/23,1,3.28,4.9,2,1,GMDCSA24
Subject_2/Fall/24,1,3.3,4.94,2,1,GMDCSA24
Subject_2/ADL/20,3,3.38,6.52,2,1,GMDCSA24
Subject_2/Fall/07,2,3.48,4.52,2,1,GMDCSA24
Subject_2/Fall/11,9,3.74,5.26,2,1,GMDCSA24
Subject_2/Fall/08,2,3.76,6.08,2,1,GMDCSA24
Subject_2/Fall/09,2,3.78,5.6,2,1,GMDCSA24
Subject_2/Fall/17,2,3.808,6.488,2,1,GMDCSA24
Subject_2/ADL/11,0,3.98,6.18,2,1,GMDCSA24
Subject_2/Fall/01,2,4.04,6.36,2,1,GMDCSA24
Subject_2/Fall/06,2,4.08,6.5,2,1,GMDCSA24
Subject_2/ADL/17,0,4.1,5.94,2,1,GMDCSA24
Subject_2/Fall/10,2,4.18,11.14,2,1,GMDCSA24
Subject_2/Fall/25,2,4.26,7.32,2,1,GMDCSA24
Subject_2/ADL/05,0,4.3,5.66,2,1,GMDCSA24
Subject_2/ADL/03,3,4.58,6.7,2,1,GMDCSA24
Subject_2/Fall/02,2,4.68,8.44,2,1,GMDCSA24
Subject_2/ADL/10,9,4.78,6.68,2,1,GMDCSA24
Subject_2/Fall/21,0,4.9,6.1,2,1,GMDCSA24
Subject_2/Fall/23,2,4.9,7.54,2,1,GMDCSA24
Subject_2/Fall/24,2,4.94,7.12,2,1,GMDCSA24
Subject_2/ADL/06,8,5.08,6.08,2,1,GMDCSA24
Subject_2/Fall/13,2,5.2,8.9,2,1,GMDCSA24
Subject_2/Fall/11,1,5.26,7.0,2,1,GMDCSA24
Subject_2/Fall/14,2,5.44,11.22,2,1,GMDCSA24
Subject_2/ADL/12,6,5.52,7.62,2,1,GMDCSA24
Subject_2/Fall/19,8,5.58,7.6,2,1,GMDCSA24
Subject_2/ADL/05,9,5.66,7.5,2,1,GMDCSA24
Subject_2/ADL/01,7,5.8,7.9,2,1,GMDCSA24
Subject_2/ADL/17,9,5.94,11.66,2,1,GMDCSA24
Subject_2/ADL/04,8,6.08,7.86,2,1,GMDCSA24
Subject_2/ADL/06,0,6.08,8.76,2,1,GMDCSA24
Subject_2/Fall/15,1,6.14,9.54,2,1,GMDCSA24
Subject_2/ADL/11,9,6.18,7.94,2,1,GMDCSA24
Subject_2/Fall/21,1,6.2,7.4,2,1,GMDCSA24
Subject_2/Fall/12,1,6.36,9.16,2,1,GMDCSA24
Subject_2/Fall/04,2,6.4,10.22,2,1,GMDCSA24
Subject_2/ADL/20,9,6.52,10.22,2,1,GMDCSA24
Subject_2/ADL/21,0,6.6,10.52,2,1,GMDCSA24
Subject_2/ADL/10,8,6.68,7.573,2,1,GMDCSA24
Subject_2/ADL/03,5,6.7,10.5,2,1,GMDCSA24
Subject_2/ADL/09,4,6.76,10.96,2,1,GMDCSA24
Subject_2/Fall/20,1,6.96,9.48,2,1,GMDCSA24
Subject_2/Fall/11,2,7.0,10.58,2,1,GMDCSA24
Subject_2/Fall/18,8,7.32,9.46,2,1,GMDCSA24
Subject_2/Fall/21,2,7.4,9.5,2,1,GMDCSA24
Subject_2/ADL/05,0,7.5,10.38,2,1,GMDCSA24
Subject_2/Fall/19,1,7.6,9.7,2,1,GMDCSA24
Subject_2/ADL/16,5,7.78,10.24,2,1,GMDCSA24
Subject_2/ADL/18,8,7.82,11.66,2,1,GMDCSA24
Subject_2/ADL/01,0,7.9,11.4,2,1,GMDCSA24
Subject_2/ADL/11,8,7.94,10.0,2,1,GMDCSA24
Subject_2/ADL/07,8,8.24,13.0,2,1,GMDCSA24
Subject_2/ADL/14,4,8.28,11.04,2,1,GMDCSA24
Subject_2/ADL/06,3,8.76,10.74,2,1,GMDCSA24
Subject_2/Fall/12,2,9.16,12.24,2,1,GMDCSA24
Subject_2/Fall/18,1,9.46,11.16,2,1,GMDCSA24
Subject_2/Fall/20,2,9.48,11.46,2,1,GMDCSA24
Subject_2/Fall/15,2,9.54,11.66,2,1,GMDCSA24
Subject_2/Fall/19,2,9.7,15.52,2,1,GMDCSA24
Subject_2/ADL/20,4,10.22,11.66,2,1,GMDCSA24
Subject_2/ADL/16,6,10.24,11.6,2,1,GMDCSA24
Subject_2/ADL/05,3,10.38,10.823,2,1,GMDCSA24
Subject_2/ADL/03,6,10.5,11.94,2,1,GMDCSA24
Subject_2/ADL/08,8,11.02,13.66,2,1,GMDCSA24
Subject_2/Fall/18,2,11.16,11.553,2,1,GMDCSA24
Subject_3/ADL/21,9,0.0,5.54931,3,1,GMDCSA24
Subject_3/ADL/22,4,0.0,9.0,3,1,GMDCSA24
Subject_3/Fall/01,1,0.0,1.73681,3,1,GMDCSA24
Subject_3/Fall/02,0,0.0,1.3,3,1,GMDCSA24
Subject_3/Fall/03,8,0.0,1.34097,3,1,GMDCSA24
Subject_3/Fall/04,0,0.0,1.2,3,1,GMDCSA24
Subject_3/Fall/05,8,0.0,3.0,3,1,GMDCSA24
Subject_3/Fall/06,1,0.0,1.697,3,1,GMDCSA24
Subject_3/Fall/07,8,0.0,1.0,3,1,GMDCSA24
Subject_3/Fall/08,1,0.0,2.61181,3,1,GMDCSA24
Subject_3/Fall/09,4,0.0,3.4,3,1,GMDCSA24
Subject_3/Fall/11,8,0.0,2.65347,3,1,GMDCSA24
Subject_3/Fall/13,4,0.0,1.17431,3,1,GMDCSA24
Subject_3/Fall/14,0,0.0,4.6,3,1,GMDCSA24
Subject_3/Fall/15,8,0.0,1.8,3,1,GMDCSA24
Subject_3/Fall/16,0,0.0,1.7,3,1,GMDCSA24
Subject_3/Fall/17,4,0.0,1.4,3,1,GMDCSA24
Subject_3/Fall/18,4,0.0,2.36181,3,1,GMDCSA24
Subject_3/Fall/12,9,0.0,1.65347,3,1,GMDCSA24
Subject_3/Fall/19,8,0.0,1.9,3,1,GMDCSA24
Subject_3/Fall/20,0,0.0,2.2,3,1,GMDCSA24
Subject_3/ADL/01,4,0.0,8.75064,3,1,GMDCSA24
Subject_3/ADL/02,9,0.0,9.12847,3,1,GMDCSA24
Subject_3/ADL/03,6,0.0,0.36181,3,1,GMDCSA24
Subject_3/ADL/05,9,0.0,5.16,3,1,GMDCSA24
Subject_3/ADL/06,9,0.0,5.1,3,1,GMDCSA24
Subject_3/ADL/09,7,0.0,7.77514,3,1,GMDCSA24
Subject_3/ADL/11,0,0.0,2.7,3,1,GMDCSA24
Subject_3/ADL/15,4,0.0,7.68,3,1,GMDCSA24
Subject_3/ADL/16,4,0.0,10.26,3,1,GMDCSA24
Subject_3/ADL/17,4,0.0,1.50764,3,1,GMDCSA24
Subject_3/ADL/18,0,0.0,0.5,3,1,GMDCSA24
Subject_3/ADL/20,4,0.0,9.34097,3,1,GMDCSA24
Subject_3/ADL/04,9,0.0,3.17431,3,1,GMDCSA24
Subject_3/ADL/08,5,0.0,3.71597,3,1,GMDCSA24
Subject_3/ADL/13,3,0.0,2.25764,3,1,GMDCSA24
Subject_3/Fall/21,9,0.173,1.21597,3,1,GMDCSA24
Subject_3/ADL/07,9,0.176,1.67958,3,1,GMDCSA24
Subject_3/ADL/10,0,0.193,2.341,3,1,GMDCSA24
Subject_3/Fall/10,9,0.214,1.67431,3,1,GMDCSA24
Subject_3/ADL/14,3,0.246,2.48681,3,1,GMDCSA24
Subject_3/ADL/19,9,0.255,1.82014,3,1,GMDCSA24
Subject_3/ADL/12,3,0.322,2.88264,3,1,GMDCSA24
Subject_3/ADL/03,7,0.362,3.82014,3,1,GMDCSA24
Subject_3/ADL/18,3,0.6,1.90347,3,1,GMDCSA24
Subject_3/Fall/07,1,1.0,3.86181,3,1,GMDCSA24
Subject_3/Fall/13,1,1.174,2.57014,3,1,GMDCSA24
Subject_3/Fall/04,1,1.2,2.88264,3,1,GMDCSA24
Subject_3/Fall/21,8,1.216,3.00764,3,1,GMDCSA24
Subject_3/Fall/02,8,1.3,2.2,3,1,GMDCSA24
Subject_3/Fall/03,1,1.341,4.09097,3,1,GMDCSA24
Subject_3/Fall/17,1,1.4,3.15347,3,1,GMDCSA24
Subject_3/ADL/17,9,1.508,4.75764,3,1,GMDCSA24
Subject_3/Fall/12,1,1.653,4.25597,3,1,GMDCSA24
Subject_3/ADL/07,8,1.68,2.20458,3,1,GMDCSA24
Subject_3/Fall/06,2,1.697,5.58681,3,1,GMDCSA24
Subject_3/Fall/10,1,1.7,2.67431,3,1,GMDCSA24
Subject_3/Fall/16,1,1.7,3.77847,3,1,GMDCSA24
Subject_3/Fall/01,2,1.737,3.79764,3,1,GMDCSA24
Subject_3/ADL/19,0,1.82,2.69514,3,1,GMDCSA24
Subject_3/Fall/15,1,1.9,4.25764,3,1,GMDCSA24
Subject_3/ADL/18,4,1.903,5.07014,3,1,GMDCSA24
Subject_3/Fall/19,1,2.0,4.02847,3,1,GMDCSA24
Subject_3/ADL/07,9,2.205,3.345,3,1,GMDCSA24
Subject_3/ADL/13,4,2.258,8.66764,3,1,GMDCSA24
Subject_3/Fall/20,1,2.3,4.01798,3,1,GMDCSA24
Subject_3/ADL/10,8,2.341,11.96597,3,1,GMDCSA24
Subject_3/Fall/18,7,2.362,4.07014,3,1,GMDCSA24
Subject_3/ADL/14,4,2.487,3.29931,3,1,GMDCSA24
Subject_3/ADL/09,4,2.5,6.0,3,1,GMDCSA24
Subject_3/Fall/13,2,2.57,4.04181,3,1,GMDCSA24
Subject_3/Fall/02,1,2.6,4.36181,3,1,GMDCSA24
Subject_3/Fall/08,2,2.612,6.33347,3,1,GMDCSA24
Subject_3/Fall/11,9,2.653,4.69514,3,1,GMDCSA24
Subject_3/Fall/10,2,2.674,4.38014,3,1,GMDCSA24
Subject_3/ADL/19,9,2.695,4.54931,3,1,GMDCSA24
Subject_3/ADL/11,9,2.7,12.0,3,1,GMDCSA24
Subject_3/Fall/04,2,2.883,5.46014,3,1,GMDCSA24
Subject_3/ADL/12,4,2.883,6.21597,3,1,GMDCSA24
Subject_3/Fall/21,0,3.008,5.09097,3,1,GMDCSA24
Subject_3/Fall/17,2,3.153,8.51847,3,1,GMDCSA24
Subject_3/ADL/04,0,3.174,4.40347,3,1,GMDCSA24
Subject_3/Fall/05,1,3.2,5.21597,3,1,GMDCSA24
Subject_3/ADL/14,9,3.299,6.19514,3,1,GMDCSA24
Subject_3/Fall/09,1,3.3,4.88264,3,1,GMDCSA24
Subject_3/ADL/08,6,3.716,4.896,3,1,GMDCSA24
Subject_3/Fall/16,2,3.778,6.06181,3,1,GMDCSA24
Subject_3/ADL/03,4,3.82,4.94514,3,1,GMDCSA24
Subject_3/Fall/07,2,3.862,9.02597,3,1,GMDCSA24
Subject_3/Fall/20,2,4.018,6.22325,3,1,GMDCSA24
Subject_3/Fall/19,2,4.028,5.70847,3,1,GMDCSA24
Subject_3/Fall/18,1,4.07,6.84097,3,1,GMDCSA24
Subject_3/Fall/03,2,4.091,5.62847,3,1,GMDCSA24
Subject_3/Fall/15,2,4.258,5.638,3,1,GMDCSA24
Subject_3/Fall/02,2,4.362,6.56847,3,1,GMDCSA24
Subject_3/ADL/04,9,4.403,7.13264,3,1,GMDCSA24
Subject_3/ADL/19,0,4.549,6.50514,3,1,GMDCSA24
Subject_3/Fall/14,8,4.6,8.1,3,1,GMDCSA24
Subject_3/Fall/11,1,4.7,7.13264,3,1,GMDCSA24
Subject_3/ADL/17,4,4.758,12.14931,3,1,GMDCSA24
Subject_3/Fall/09,2,4.883,6.21264,3,1,GMDCSA24
Subject_3/ADL/03,9,4.945,7.09097,3,1,GMDCSA24
Subject_3/ADL/18,9,5.07,6.23681,3,1,GMDCSA24
Subject_3/Fall/21,1,5.091,7.38264,3,1,GMDCSA24
Subject_3/ADL/06,3,5.1,7.13264,3,1,GMDCSA24
Subject_3/Fall/05,2,5.216,10.04681,3,1,GMDCSA24
Subject_3/ADL/21,4,5.549,7.61181,3,1,GMDCSA24
Subject_3/ADL/14,4,6.195,8.85847,3,1,GMDCSA24
Subject_3/ADL/09,8,6.2,7.0,3,1,GMDCSA24
Subject_3/ADL/12,7,6.216,9.21347,3,1,GMDCSA24
Subject_3/ADL/18,4,6.237,11.10597,3,1,GMDCSA24
Subject_3/Fall/18,2,6.841,11.89264,3,1,GMDCSA24
Subject_3/ADL/03,7,7.091,8.50764,3,1,GMDCSA24
Subject_3/Fall/11,2,7.133,8.94014,3,1,GMDCSA24
Subject_3/ADL/04,0,7.133,9.02847,3,1,GMDCSA24
Subject_3/ADL/06,4,7.133,8.94014,3,1,GMDCSA24
Subject_3/Fall/21,2,7.383,9.17014,3,1,GMDCSA24
Subject_3/ADL/21,9,7.612,10.21347,3,1,GMDCSA24
Subject_3/Fall/14,1,8.1,10.25764,3,1,GMDCSA24
Subject_3/ADL/03,0,8.508,9.908,3,1,GMDCSA24
Subject_3/ADL/04,3,9.028,10.028,3,1,GMDCSA24
Subject_3/ADL/12,0,9.2,10.67181,3,1,GMDCSA24
Subject_3/Fall/14,2,10.258,12.31431,3,1,GMDCSA24
Subject_3/ADL/10,0,11.966,12.439,3,1,GMDCSA24
Subject_4/ADL/01,4,0.0,12.0,4,1,GMDCSA24
Subject_4/ADL/02,0,0.0,10.0,4,1,GMDCSA24
Subject_4/ADL/04,4,0.0,13.0,4,1,GMDCSA24
Subject_4/ADL/05,0,0.0,1.54931,4,1,GMDCSA24
Subject_4/ADL/06,0,0.0,0.71597,4,1,GMDCSA24
Subject_4/ADL/07,9,0.0,4.98514,4,1,GMDCSA24
Subject_4/ADL/08,7,0.0,3.79931,4,1,GMDCSA24
Subject_4/ADL/09,4,0.0,12.0,4,1,GMDCSA24
Subject_4/ADL/10,0,0.0,1.4,4,1,GMDCSA24
Subject_4/ADL/11,4,0.0,10.72,4,1,GMDCSA24
Subject_4/ADL/12,4,0.0,4.46597,4,1,GMDCSA24
Subject_4/ADL/13,4,0.0,5.44514,4,1,GMDCSA24
Subject_4/ADL/14,7,0.0,0.75764,4,1,GMDCSA24
Subject_4/ADL/15,5,0.0,3.54931,4,1,GMDCSA24
Subject_4/ADL/19,0,0.0,1.22,4,1,GMDCSA24
Subject_4/Fall/01,8,0.0,1.14,4,1,GMDCSA24
Subject_4/Fall/02,6,0.0,1.44,4,1,GMDCSA24
Subject_4/Fall/03,0,0.0,1.64,4,1,GMDCSA24
Subject_4/Fall/05,4,0.0,1.92,4,1,GMDCSA24
Subject_4/Fall/06,4,0.0,0.66,4,1,GMDCSA24
Subject_4/Fall/07,0,0.0,1.22,4,1,GMDCSA24
Subject_4/Fall/08,4,0.0,1.56,4,1,GMDCSA24
Subject_4/Fall/09,4,0.0,1.42,4,1,GMDCSA24
Subject_4/Fall/11,0,0.0,1.0,4,1,GMDCSA24
Subject_4/Fall/12,4,0.0,0.92,4,1,GMDCSA24
Subject_4/Fall/15,4,0.0,1.18,4,1,GMDCSA24
Subject_4/Fall/17,4,0.0,2.14,4,1,GMDCSA24
Subject_4/ADL/18,3,0.0,1.32,4,1,GMDCSA24
Subject_4/ADL/20,9,0.0,1.88,4,1,GMDCSA24
Subject_4/Fall/04,0,0.0,1.04,4,1,GMDCSA24
Subject_4/Fall/10,9,0.0,1.48,4,1,GMDCSA24
Subject_4/Fall/13,1,0.0,1.08,4,1,GMDCSA24
Subject_4/Fall/14,1,0.0,3.26,4,1,GMDCSA24
Subject_4/ADL/03,3,0.194,1.11181,4,1,GMDCSA24
Subject_4/ADL/16,3,0.205,1.04931,4,1,GMDCSA24
Subject_4/Fall/16,0,0.24,2.98,4,1,GMDCSA24
Subject_4/ADL/17,0,0.424,1.42431,4,1,GMDCSA24
Subject_4/Fall/06,1,0.66,3.74,4,1,GMDCSA24
Subject_4/ADL/06,9,0.716,6.56847,4,1,GMDCSA24
Subject_4/ADL/14,0,0.758,1.48681,4,1,GMDCSA24
Subject_4/Fall/12,1,0.92,2.28,4,1,GMDCSA24
Subject_4/Fall/11,1,1.0,2.02,4,1,GMDCSA24
